key,job_url,title,salary,location,experience,education,recruit_count,update_time,company_name,company_link,job_description,language_requirement,industry_requirement,work_time,company_tags,crawl_time,company_industry,company_scale,month_salary_min,month_salary_max,month_salary_avg,location_city,location_province,location_partition,company_scale_min,company_scale_max,recruit_count_parsed,experience_level,has_language_requirement,has_weekend_off,update_time_parsed,category
C++开发,https://www.liepin.com/job/1982437743.shtml,C++开发工程师,15-30k·14薪,深圳-南山区,2年以上,大专,招2人,5月14日更新,山东普罗世纪人力资源有限公司,c,"岗位职责：
1、有C++项目开发经验2年以上；
2、完成软件系统代码的实现，编写代码注释和开发文档；
3、根据设计文档或需求说明完成代码编写，调试，测试和维护；
4、分析并解决软件开发过程中的问题；
5、协助测试工程师制定测试计划，定位发现的问题；
6、具有快速学习和解决问题的能力； 
7、熟悉软件技术文档的编写，具备良好的文档编制习惯和代码书写规范。 



任职要求：
1、大专学历以上，至少2年工作经验；
2、熟悉MFC或QT优先；工作经验丰富优先；
3、熟悉面向对象思想，精通编程，调试和相关技术；
4、良好的学习能力、逻辑思维能力； 
5、能熟练阅读中文、英文技术文档；富有团队精神,责任感和沟通能力。",,全部行业,,"['五险一金', '领导好', '扁平管理', '节日礼物', '定期体检', '团队聚餐', '带薪年假']",2026-05-15 20:08:25.343088,人力资源服务,100-499人,17500.0,35000.0,26250.0,深圳,广东省,华南地区,100.0,499.0,2.0,1-3年,False,False,2026-05-14,C++开发
C++开发,https://www.liepin.com/a/75396155.shtml,C++开发工程师,12-20k,深圳,1-3年,大专,招10人,5月13日更新,上海优泉人力资源有限公司,,"任职要求：
1、计算机、自动化、电子等相关专业，有1-3年机器人/自动驾驶领域开发经验
2、熟练使用 C / C++ / Python 进行系统软件开发，具备良好的代码优化能力
3、精通多线程/多进程编程，能优化系统并发性能
4、具备 实时计算优化能力，能降低机器人运动控制、感知系统的计算延迟
5、有机器人系统通信架构开发经验，熟悉CyberRT / ROS2 / DDS 生态",不限,机械/设备,,[],2026-05-15 20:09:05.987705,机械/设备,,12000.0,20000.0,16000.0,深圳,广东省,华南地区,,,10.0,1-3年,False,False,2026-05-13,C++开发
Go开发,https://www.liepin.com/lptjob/78917645,Go开发工程师（实习）,250-400元/天,上海-徐汇区,实习,本科,招1人,4月12日更新,上海幸趣班,https://www.liepin.com/company/21183783/,"岗位职责
1. 负责即时通讯消息系统的开发与维护，包括私聊、群聊消息存储、已读状态管理、消息推送等功能
2. 参与客服工单系统的设计与开发，实现智能客服调度、会话管理和消息记录
3. 开发和维护群组、圈子、活动、直播等社交功能的后端服务
4. 优化系统性能，保障高并发场景下的服务稳定性和低延迟
5. 编写高质量、可维护的代码，参与技术方案设计和代码评审
任职要求
1. 1年以上Go语言开发经验，有Tars、gRPC等微服务框架实际项目经验
2.  熟悉MySQL、Redis，MangoDB，熟练掌握GORM框架
3. 有IM即时通讯系统开发经验，熟悉消息存储、推送等核心逻辑
4. 熟悉Docker容器化部署和CI/CD流程
5. 良好的沟通能力和团队协作精神，能够独立解决问题，对技术有热情，有持续学习的能力

截止日期：2027年02月01日
招聘人数：1人",,,周末双休·弹性工作,"['领导好', '扁平管理', '弹性工作', '股票期权', '绩效奖金', '交通补助']",2026-05-15 17:43:03.940942,互联网,1-49人,5438.0,8700.0,7069.0,上海,上海市,华东地区,1.0,49.0,1.0,实习生,False,True,2026-04-12,Go开发
Go开发,https://www.liepin.com/lptjob/62063915,Go开发工程师,200-300元/天,上海-普陀区,实习,本科,招1人,90天前更新,入微智能,https://www.liepin.com/company/13143041/,"岗位职责：
1、参与公司相关产品、组件和工具的设计、开发和维护； 
2、与团队成员合作，编写高质量、简洁、可维护的代码，构建可重复使用的代码和公共库，协助解决代码中的问题和错误。


任职要求：
1、计算机相关专业， 24届或25届本科或硕士毕业生；
2、熟悉Golang语言，有良好的数据结构与算法功底，有强烈的代码质量意识；
3、熟悉常用数据库，如MySQL、Redis等；
4、了解基本的 Linux 操作；
5、具有良好的沟通能力和团队合作精神、优秀的学习能力和解决问题能力；
6、每周工作日至少可实习3天，优秀者提供毕业后转正机会。

招聘人数：1人",,,弹性工作,"['领导好', '扁平管理', '技能培训', '五险一金', '团队聚餐', '定期体检', '带薪年假', '年底双薪']",2026-05-15 17:43:20.659571,互联网,50-99人,4350.0,6525.0,5438.0,上海,上海市,华东地区,50.0,99.0,1.0,实习生,False,False,2026-02-14,Go开发
Go开发,https://www.liepin.com/lptjob/80058341,Go 后端开发工程师-2026校招,20-30k·15薪,上海-杨浦区,应届,本科,招1人,90天前更新,际络科技(上海)有限公司,https://www.liepin.com/company/10035133/,"工作职责：
1.参与智驾仿真测试工具链的云端和边缘端设计与开发，确保系统的高可用性和扩展性；
2.优化系统性能，提升仿真任务的执行效率和资源利用率；
3.编写清晰的技术文档，编写单元测试，参与代码审查，确保代码质量和可维护性。


任职资格：
1.计算机科学、软件工程或相关专业本科及以上学历；
2.扎实的算法与数据结构基础；
3.至少熟悉一种高级语言（Go、C++、Java、C#、Rust等），对Go语言有基本的了解；
4.至少熟悉一种数据库（MySQL、MongoDB、InfluxDB等）；
5.熟悉Linux开发环境，了解Git等版本控制工具；
6.具备良好的问题分析和解决能力，对技术有热情，学习能力强；
7.良好的沟通能力和团队协作精神。
优先考虑：
1.熟悉Go语言并有相关项目经验的优先；
2.有使用AI Coding高效完成开发工作的项目经验的优先；
3.有自动驾驶、仿真测试背；
5.了解Docker/Kubernetes等容器化技术，有云平台开发经验者优先。

截止日期：2027年01月28日
招聘人数：1人",,,,"['专精特新-小巨人', '专精特新企业', '独角兽']",2026-05-15 17:43:46.751592,互联网,1-49人,25000.0,37500.0,31250.0,上海,上海市,华东地区,1.0,49.0,1.0,应届生,False,False,2026-02-14,Go开发
Go开发,https://www.liepin.com/lptjob/74234961,Go语言开发实习生（即时通讯方向）,150-300元/天,深圳-南山区,实习,本科,招2人,90天前更新,上海御珂网络科技有限公司,https://www.liepin.com/company/13841625/,"1. 工作内容：

◦ 参与基于Go语言Gin框架的即时通讯系统后端开发工作，负责接口设计与实现。

◦ 协助处理即时通讯相关的功能模块，如消息收发、用户状态管理等。

◦ 配合团队进行代码审查、测试及问题修复。

2. 任职要求：

◦ 熟悉Go语言编程，有一定的Gin框架使用经验。

◦ 了解即时通讯原理，熟悉WebSocket等相关技术。

◦ 具备良好的逻辑思维和问题解决能力，有较强的学习能力和团队协作精神。

◦ 本科及以上学历，计算机相关专业优先。

招聘人数：2人",,,,[],2026-05-15 17:44:27.606061,计算机软件,1-49人,3262.0,6525.0,4894.0,深圳,广东省,华南地区,1.0,49.0,2.0,实习生,False,False,2026-02-14,Go开发
Go开发,https://www.liepin.com/lptjob/74234957,Go语言开发实习生（即时通讯方向）,150-300元/天,中山,实习,本科,招2人,90天前更新,上海御珂网络科技有限公司,https://www.liepin.com/company/13841625/,"1. 工作内容：

◦ 参与基于Go语言Gin框架的即时通讯系统后端开发工作，负责接口设计与实现。

◦ 协助处理即时通讯相关的功能模块，如消息收发、用户状态管理等。

◦ 配合团队进行代码审查、测试及问题修复。

2. 任职要求：

◦ 熟悉Go语言编程，有一定的Gin框架使用经验。

◦ 了解即时通讯原理，熟悉WebSocket等相关技术。

◦ 具备良好的逻辑思维和问题解决能力，有较强的学习能力和团队协作精神。

◦ 本科及以上学历，计算机相关专业优先。

招聘人数：2人",,,,[],2026-05-15 17:44:55.624502,计算机软件,1-49人,3262.0,6525.0,4894.0,中山,广东省,华南地区,1.0,49.0,2.0,实习生,False,False,2026-02-14,Go开发
Go开发,https://www.liepin.com/lptjob/43726425,go软件开发 (MJ000454),9-15k,北京-石景山区,应届,本科,招5人,90天前更新,东土科技,https://www.liepin.com/company/886849/,"岗位职责：                                         
1、负责开发针对某领域语言的编译器；
2、负责软件产品设计，相关技术文档的撰写；
3、测试代码和测试用例的编写。
职位要求：
1、计算机、电子、自动化等相关专业；
2、熟练C/C++语言或GO语言(go routing, interface, recover, channel, function coding)；
3、了解基本算法和数据结构，操作系统原理，编译原理；
4、熟悉常见软件架构，了解常见设计模式，了解软件开发生命周期；
5、良好的学习和理解能力，良好的沟通能力和团队合作精神，较强的责任感及进取精神。


招聘人数：5人",,,,"['高新技术企业', '瞪羚企业', '扁平管理']",2026-05-15 17:45:15.512740,计算机硬件,2000-5000人,9000.0,15000.0,12000.0,北京,北京市,华北地区,2000.0,5000.0,5.0,应届生,False,False,2026-02-14,Go开发
Go开发,https://www.liepin.com/lptjob/81467381,AI大模型应用工程师-campus-2026,12-18k·15薪,南京-江宁区,应届,硕士,招10人,今日更新,经纬恒润,https://www.liepin.com/company/973634/,"职责描述:
1. 负责与业务团队对接，明确痛点，选择合适的大模型，制定技术路线
2. 负责模型评估、Prompt 设计、微调、RAG 检索增强，使通用模型满足具体场景的专业性与准确率要求 
3. 基于Python、Java/Go开发后端服务，集成 LangChain、Agent、向量数据库、知识库、规则引擎等，实现对话、搜索、推荐、Agent 自动化等功能
4. 使用 Docker等完成容器化部署，利用 vLLM、TensorRT-LLM 等推理框架做量化、裁剪、优化

任职资格:
1.计算机、人工智能、软件、数学、电子、自动化、汽车等相关专业
2.掌握Python/Java/C++编程语言，熟悉使用PyTorch等主流AI框架
3.掌握深度学习算法原理，了解DeepSeek/文心一言/GPT等常见大模型架构，了解Prompt工程、微调、RAG检索增强、Agent构建等知识
4.具有良好的跨团队沟通协作能力，具备独立解决问题能力、学习能力，富有创新精神
5.有大模型相关岗位实习和工作经验优先

截止日期：2027年04月02日
招聘人数：10人",,,,"['高新技术企业', '带薪年假', '绩效奖金', '午餐补助', '五险一金', '定期体检', '年度旅游', '管理规范', '技能培训']",2026-05-15 17:46:03.748165,汽车零部件及配件,5000-10000人,15000.0,22500.0,18750.0,南京,江苏省,华东地区,5000.0,10000.0,10.0,应届生,False,False,2026-05-15,Go开发
Go开发,https://www.liepin.com/lptjob/77327421,技术研发管培生,120-200元/天,北京-朝阳区,实习,本科,招1人,5月8日更新,太合音乐集团,https://www.liepin.com/company/8795188/,"工作职责
前端方向：参与 Web / 移动端开发，用 Vue/React 实现页面与交互，保障兼容性与用户体验；​
后端方向：用 Java/Python/Go 开发接口与数据处理，参与 MySQL/Redis 设计优化，协助排查服务问题；​
测试方向：设计功能 / 性能测试用例，用 Jira 跟踪 Bug，学习 Selenium/Postman 开发自动化脚本；​
任职资格
本科及以上，计算机 / 软件工程等相关专业，2026 届应届生；​
前端：懂 HTML5/CSS3/JS，会 Vue/React 优先；
后端：会 Java/Python/Go 任一，懂 MySQL 优先；
测试：懂测试流程，会 Jira 或 Python+Selenium 优先；​
学习能力强，有竞赛 / 开源项目 / 技术博客者加分。

招聘人数：1人",,,周末双休·弹性工作,"['独角兽', '带薪年假', '定期体检', '弹性工作', '节日礼物', '领导好', '五险一金']",2026-05-15 17:46:56.252410,文化艺术业,500-999人,2610.0,4350.0,3480.0,北京,北京市,华北地区,500.0,999.0,1.0,实习生,False,True,2026-05-08,Go开发
Go开发,https://www.liepin.com/lptjob/47111981,Openresty开发,200元/天,杭州,实习,本科,招1人,90天前更新,安恒信息,https://www.liepin.com/company/902650/,"1.熟悉Linux操作系统、vi操作
2.熟悉HTTP、SSL协议
3.掌握C、Lua、Shell、Go开发语言中的一种或者多种
4.熟悉Nginx、Openresty、APISIX等服务

招聘人数：1人",,,弹性工作,"['高新技术企业', '科技小巨人', '瞪羚企业', '节日礼物', '带薪年假', '绩效奖金', '五险一金', '团队聚餐', '生育补贴', '领导好', '年度旅游', '通讯津贴', '交通补助', '午餐补助', '弹性工作']",2026-05-15 17:48:35.551786,计算机软件,2000-5000人,4350.0,4350.0,4350.0,杭州,浙江省,华东地区,2000.0,5000.0,1.0,实习生,False,False,2026-02-14,Go开发
Go开发,https://www.liepin.com/lptjob/80128975,后端开发实习生 (Go/Python 方向),250-300元/天,上海-浦东新区,实习,本科,招1人,90天前更新,上海补天石科技有限公司,https://www.liepin.com/company/21363847/,"岗位背景】 我们正在构建服务于具身智能领域的下一代数据生产与管理平台。系统涉及复杂的任务调度与海量非结构化数据（视频/点云）处理。 你需要在一个“小规模、高人效”的技术团队中，在资深架构师的指导下，参与核心系统的研发。这不仅是一份实习，更是一次完整的后端工程化实践。

【岗位职责】
1. 服务端开发：参与 Go 语言后端核心模块的开发（API 接口、数据库交互），编写清晰、可维护的业务代码。
2. 数据工程对接：使用 Python 编写和维护数据处理脚本（ETL），负责算法模型与后端平台之间的数据流转与格式转换。
3. 工程质量保障：负责所开发模块的单元测试与文档编写，修复系统 Bug，维护服务的稳定性。
4. 高效研发：熟练使用 Cursor、Copilot 等 AI 辅助工具进行代码生成与调试，提升编码效率。

【任职要求】
1. 计算机基础扎实：计算机相关专业本科或研究生在读，对操作系统、网络协议 (HTTP/TCP)、数据结构有清晰的理解。
2. 编程语言能力：
  - 熟练掌握 Go 或 Python 至少一门语言。
  - 如果你擅长 Python，需要你愿意学习并使用 Go 进行服务端开发；反之亦然。
  - 代码风格良好，有良好的注释习惯，拒绝“面条代码”。
3. 开发环境与工具：
  - 熟悉 Linux 常用命令，能在非 GUI 环境下进行基本的开发和排查。
  - 熟练使用 Git 进行版本控制。
  - 必备项：能够熟练使用 AI 编程工具（ChatGPT/Cursor 等）辅助解决技术问题，而非单纯依赖搜索引擎。
4. 实习承诺：每周实习 4 天以上，连续实习 3 个月以上。

【加分项 (Preferred Qualifications)】
- 技术深度：对技术底层原理有好奇心，有过阅读 Go/Python 开源项目源码的经历（例如了解 Web 框架的路由实现，或 AI 框架的计算图机制）。
- 行业相关性：具备具身智能/自动驾驶领域的先验知识，了解感知、规划、控制的基本概念，或实际处理过 ROS bag、Lidar 点云等数据格式。
- 基础设施能力：熟悉 Linux 系统编程，具备 DevOps 意识，能够独立完成服务的 Docker 容器化封装与部署。

其他
1. 可远程办公
2. 线下办公可选择北京或上海

截止日期：2027年02月02日
招聘人数：1人",,,,[],2026-05-15 17:49:11.523991,专业技术服务,1-49人,5438.0,6525.0,5982.0,上海,上海市,华东地区,1.0,49.0,1.0,实习生,False,False,2026-02-14,Go开发
Go开发,https://www.liepin.com/lptjob/68282013,量化开发实习生,200-300元/天,成都-高新区,实习,本科,招1人,90天前更新,非凸科技,https://www.liepin.com/company/12255873/,"岗位职责：
1.设计并开发基于Rust的高性能，低时延算法交易系统；
2.设计并开发数据处理平台，监控运维平台；
3.设计并开发面向客户的高可用交易工具等；
4.设计并开发策略相关的回测平台。

任职要求：
1. 本科及以上学历，编程基础扎实，具有良好的计算机理论基础；
2.熟练掌握Linux操作，性能分析，具备Rust/C++/Java/Go丰富开发经验，熟悉常用的设计模式，有分布式相关经验加分，团队使用Rust；
3.有研发高性能，低时延系统经验加分；
4.对技术充满热情，思考深入，自我驱动，能快速学习新鲜事务。

岗位视实习期表现可提供转正机会；
需要转Rust语言；
掌握Rust语言，有ACM/ICPC、NOI、CMO等竞赛奖项为加分项。
 

招聘人数：1人",,,周末双休,"['高新技术企业', '定期体检', '股票期权', '扁平管理', '领导好', '五险一金', '团队聚餐']",2026-05-15 17:49:39.130393,计算机软件,100-499人,4350.0,6525.0,5438.0,成都,四川省,西南地区,100.0,499.0,1.0,实习生,False,True,2026-02-14,Go开发
Go开发,https://www.liepin.com/lptjob/68281939,量化开发实习生,300-400元/天,上海-徐汇区,实习,本科,招1人,90天前更新,非凸科技,https://www.liepin.com/company/12255873/,"岗位职责：
1.设计并开发基于Rust的高性能，低时延算法交易系统；
2.设计并开发数据处理平台，监控运维平台；
3.设计并开发面向客户的高可用交易工具等；
4.设计并开发策略相关的回测平台。

任职要求：
1. 本科及以上学历，编程基础扎实，具有良好的计算机理论基础；
2.熟练掌握Linux操作，性能分析，具备Rust/C++/Java/Go丰富开发经验，熟悉常用的设计模式，有分布式相关经验加分，团队使用Rust；
3.有研发高性能，低时延系统经验加分；
4.对技术充满热情，思考深入，自我驱动，能快速学习新鲜事务。

岗位视实习期表现可提供转正机会；
需要转Rust语言；
掌握Rust语言，有ACM/ICPC、NOI、CMO等竞赛奖项为加分项。


招聘人数：1人",,,周末双休,"['高新技术企业', '定期体检', '股票期权', '扁平管理', '领导好', '五险一金', '团队聚餐']",2026-05-15 17:50:21.620830,计算机软件,100-499人,6525.0,8700.0,7612.0,上海,上海市,华东地区,100.0,499.0,1.0,实习生,False,True,2026-02-14,Go开发
Go开发,https://www.liepin.com/lptjob/68281937,量化开发实习生,300-400元/天,北京-东城区,实习,本科,招1人,90天前更新,非凸科技,https://www.liepin.com/company/12255873/,"岗位职责：
1.设计并开发基于Rust的高性能，低时延算法交易系统；
2.设计并开发数据处理平台，监控运维平台；
3.设计并开发面向客户的高可用交易工具等；
4.设计并开发策略相关的回测平台。

任职要求：
1. 本科及以上学历，编程基础扎实，具有良好的计算机理论基础；
2.熟练掌握Linux操作，性能分析，具备Rust/C++/Java/Go丰富开发经验，熟悉常用的设计模式，有分布式相关经验加分，团队使用Rust；
3.有研发高性能，低时延系统经验加分；
4.对技术充满热情，思考深入，自我驱动，能快速学习新鲜事务。

岗位视实习期表现可提供转正机会；
需要转Rust语言；
掌握Rust语言，有ACM/ICPC、NOI、CMO等竞赛奖项为加分项。


招聘人数：1人",,,周末双休,"['高新技术企业', '定期体检', '股票期权', '扁平管理', '领导好', '五险一金', '团队聚餐']",2026-05-15 17:50:39.820930,计算机软件,100-499人,6525.0,8700.0,7612.0,北京,北京市,华北地区,100.0,499.0,1.0,实习生,False,True,2026-02-14,Go开发
Go开发,https://www.liepin.com/lptjob/67283387,全栈开发实习生,120-200元/天,成都-双流区,实习,本科,招2人,90天前更新,方田医创,https://www.liepin.com/company/13801441/,"岗位职责：
- 理解业务和原型，参与架构设计、系统分析与设计、技术文档编写 ；
- 根据项目计划完成软件功能开发，Bug 修改，性能调优；
- 参与项目开发中技术攻关等工作；

任职要求：
- 有扎实的编码基础，熟练掌握 Java/Go 主流开发框架及生态相关组件，深刻理解微服务、分布式等后端相关技术（包括但不限于：Kubernetes，SpringCloud）；
- 熟悉 Linux，熟悉 Docker 等技术；
- 熟悉 MySQL/PostgreSQL 等主流数据库，了解常用 NoSQL 包括但不限于 Elasticsearch，MongoDB；
- 熟悉 HTTP、WebSocket 等通信协议；
- 熟悉多线程并发、网络 IO、缓存、消息队列、分布式等；
- 深刻理解面向对象程序设计与开发，熟练掌握设计模式并结合实际场景合理应用；
- 具有良好的沟通能力，有责任心，热爱专业，敢于挑战，对技术有追求；

招聘人数：2人",,,周末双休·弹性工作,"['五险一金', '定期体检', '节日礼物', '团队聚餐', '年底双薪', '绩效奖金']",2026-05-15 17:51:03.109603,医疗器械,1-49人,2610.0,4350.0,3480.0,成都,四川省,西南地区,1.0,49.0,2.0,实习生,False,True,2026-02-14,全栈
Go开发,https://www.liepin.com/lptjob/46466809,后台开发工程师,15-30k·16薪,西安-雁塔区,应届,本科,招1人,90天前更新,华为,https://www.liepin.com/company/954482/,"1、熟练掌握python/Java/C++/Go等主流开发语言的一种；熟练掌握常用的软件架构模式，并能熟练使用基本的编程编译工具；
2、熟悉linux常用命令及开发环境，能用shell脚本实现简单功能；
3、良好的编码习惯、沟通协作能力和学习能力；
4、思维缜密，逻辑性强，具有挑战精神和前瞻性，良好的团队协作精神；
5、远程面试、机试&综测，有意可留言，推送简历。

招聘人数：1人",,,,"['高新技术企业', '福利完善', '国际化平台', '定期体检', '绩效奖金', '专业培训', '发展空间大', '班车服务', '商业保险']",2026-05-15 17:51:45.530031,通信设备,10000人以上,20000.0,40000.0,30000.0,西安,陕西省,西北地区,10000.0,99999.0,1.0,应届生,False,False,2026-02-14,Go开发
Go开发,https://www.liepin.com/lptjob/82070767,运维岗（期货方向）-26届春招 (MJ002864),15-20k·15薪,上海-浦东新区,应届,本科,招1人,5月6日更新,东方财富,https://www.liepin.com/company/543056/,"该岗位为上海东方财富期货有限公司招聘

工作职责：
1、负责保障公司各项系统的安全稳定运行；
2、负责公司机房值班工作，进行各类系统的监控、日常运维、信息记录，对系统网络事件应急，故障排除，机房巡检；
3、进行系统配置更新、系统变更优化、网络优化，监控优化，参与系统灾备演练、压测等工作；
4、编写修订操作手册、运维手册、应急方案等技术与管理文档；
5、进行设备检查与登记管理，设备、网络信息文档维护；
6、完成公司交办的其他工作。

任职要求：
1、本科及以上学历，计算机相关专业；
2、掌握Linux、Windows，了解Redis、SQL、Oracle数据库等系统
3、熟悉zabbix、Prometheus等主流监控系统；
4、具有代码能力，熟悉GO、python等开发语言，具有网络管理经验优先；
5、吃苦耐劳能接受夜间值班安排；
6、具有期货从业资格者优先；
7、工作认真负责，责任心强，具备较强的学习能力，团队协作精神及良好的沟通能力。

截止日期：2026年08月31日
招聘人数：1人",,,,"['互联网100强', '股票期权', '年底双薪', '绩效奖金', '管理规范', '岗位晋升', '带薪年假', '年度旅游', '定期体检', '节日礼物']",2026-05-15 17:52:06.477562,基金/证券/期货,2000-5000人,18750.0,25000.0,21875.0,上海,上海市,华东地区,2000.0,5000.0,1.0,应届生,False,False,2026-05-06,运维
Go开发,https://www.liepin.com/lptjob/82287925,软件工程师（网管软件）,15-25k·14薪,北京-石景山区,应届,本科,招1人,5月6日更新,上海东土致远智能科技发展有限公司,https://www.liepin.com/company/13851561/,"工作职责：
1、参与项目需求分析，参与系统框架搭建，对模块进行概要设计、详细设计； 
2、编写软件开发文档及软件实施文档； 
3、按照工作进度和编程工作规范编写系统中的模块、算法的程序； 
4、对编写的程序或模块进行自测，进行软件故障诊断、定位、分析和调试修改； 
5、对公司产品进行创新，撰写专利文档； 
6、为客户或客服人员提供技术支持； 
7、AI开发岗位探索实现本地AI编程，后期承接工业网络AI智能体；

后端开发岗位任职要求： 
1、大学本科或硕士学历，计算机、软件工程等相关专业； 
2、Java基础扎实，熟悉多线程、socket等编程； 
3、熟悉Linux、Windows操作系统，能够在其环境上开发、部署和调试，熟悉至少一种WEB服务器； 
4、熟悉主流开发技术如Spring、SpringBoot或SpringCloud； 
5、熟悉数据库应用，如MySQL、MongoDB，熟练使用SQL语句查询，熟悉Redis或Kafka或其他消息中间件等; 
6、熟悉Maven，熟练使用Idea、Ecipse等开发工具，熟悉SVN，GIT等工具； 
7、了解JQuery、Vue等前端技术优先考虑。

AI开发岗位任职要求：
1、公办大学本科及以上学历，计算机、软件工程等相关专业； 
2、熟练掌握至少一种后端编程语言（Python/Java/Go 等）及对应开发框架； 
3、熟悉主流 AI 开发框架（LangChain/LangGraph/Dify等）的使用； 
4、掌握向量数据库原理及使用方法，有知识库构建经验； 
5、了解大模型（LLM）基本原理，有 AI Agent、RAG 相关开发经验；
6、有完整 AI 应用项目开发经验，具备 0-1 项目落地能力者优先； 
7、关注 AI 技术前沿，有技术预研、创新应用探索能力；

截止日期：2027年05月06日
招聘人数：1人",,,,"['专精特新企业', '领导好', '扁平管理', '五险一金', '定期体检', '弹性工作', '年度旅游', '团队聚餐', '交通补助', '通讯津贴', '午餐补助', '生育补贴', '带薪年假', '股票期权', '绩效奖金']",2026-05-15 17:53:25.139086,通信设备,100-499人,17500.0,29167.0,23334.0,北京,北京市,华北地区,100.0,499.0,1.0,应届生,False,False,2026-05-06,Go开发
Go开发,https://www.liepin.com/lptjob/81315641,x17912B-2026届后端开发工程师,10-13k·15薪,上海,应届,本科,招1人,4月29日更新,陆金所控股,https://www.liepin.com/company/8138327/,"工作职责：
负责根据应用运维的需求及场景，结合自动化、AI等方案，建设智能运维平台，提高运维效率
任职资格：
1、计算机、软件开发、人工智能等相关专业
2、有至少2种以上（java、go、python）的开发语言的编程经历
3、熟练使用阿里云、华为云、腾讯云等至少一种云平台
4、精通mysql、pg等至少一种关系型数据库
5、熟练使用redis、mongoDB、polarDB、vm等至少一种非关系型数据库
6、有ai编程经历，对ai编程保持较高的兴趣
7、能根据平台规划和功能设计，高效、高质量的完成功能开发及交付

截止日期：2026年07月01日
招聘人数：1人",,,,"['绩效奖金', '带薪年假', '定期体检', '年度旅游', '节日礼物', '领导好', '管理规范', '技能培训', '岗位晋升', '五险一金', '团队聚餐', '生育补贴', '外派津贴', '年底双薪']",2026-05-15 17:54:01.624481,科技金融,10000人以上,12500.0,16250.0,14375.0,上海,上海市,华东地区,10000.0,99999.0,1.0,应届生,False,False,2026-04-29,Go开发
Go开发,https://www.liepin.com/lptjob/80967441,服务端开发工程师（AI应用开发方向）-26届春招 (MJ002556),15-25k·16薪,上海,应届,本科,招4人,3月16日更新,东方财富,https://www.liepin.com/company/543056/,"工作职责：
1、参与金融科技核心中台系统建设，聚焦AI驱动的智能服务创新，研发大模型、多智能体（Multi-Agent）架构赋能的智能化应用，推动前沿AI产品形态在金融服务场景的落地与应用，提升金融服务效率与体验；
2、负责中后台系统的AI需求分析、技术方案设计与核心模块开发，完成服务端功能的设计、编码、测试及性能优化，保障高并发、低延迟、高可用的金融级系统质量；
3、探索大模型在金融场景下的关键技术应用，包括Prompt工程、RAG（检索增强生成）、Tool Calling、上下文编排、模型服务化与智能体调度架构，推动AI能力在数据处理、风险控制、运营提效等环节的深度落地；
4、完成公司交办的其他工作。


任职资格：
1、本科及以上学历，计算机科学、软件工程、人工智能或金融工程相关专业优先，熟悉金融科技领域知识者更佳；
2、掌握Python/Java/Go/C++等编程语言开发，具备扎实的算法与数据结构基础；
3、了解Agent系统开发，熟悉LangChain/LLamaIndex/AutoGen等框架及其实现原理，能够设计适用于高可用、高扩展性的大模型/Agent工程架构；
4、熟悉Prompt工程、RAG（检索增强生成）、Tool Calling（工具调用）、Context Engineering（上下文工程）等AI应用关键技术；
5、能够进行跨系统的工具集成，掌握OpenAPI、RPC、MCP等协议实现方案。

截止日期：2027年03月16日
招聘人数：4人",,,,"['互联网100强', '股票期权', '年底双薪', '绩效奖金', '管理规范', '岗位晋升', '带薪年假', '年度旅游', '定期体检', '节日礼物']",2026-05-15 17:56:16.650247,基金/证券/期货,2000-5000人,20000.0,33333.0,26666.0,上海,上海市,华东地区,2000.0,5000.0,4.0,应届生,False,False,2026-03-16,Go开发
